4,VeriSign dealt another legal blow in ICANN suit,"VeriSignlost another round in its battle against the Internet Corporation for Assigned Names and Numbers (ICANN) last week when a US federal judge dismissed the company #39;s antitrust claims, filed in an amended complaint."
2,Mourinho Confident over Strike Duo,Jose Mourinho believes he has enough firepower in Eidur Gudjohnsen and Mateja Kezman to see off the challenge of CSKA Moscow in the Champions League at Stamford Bridge.
3,"Crematory Operator Pleads Guilty To Corpse Abuse, Fraud",A former crematory operator in Georgia has pleaded guilty to dumping 334 bodies and giving the families cement dust instead of ashes.
4,Probably the simplest phishing trick in the world,"Many popular browsers are affected by a vulnerability that makes it easy to spoof the content of websites, security firm Secunia warns."
3,Fannie Mae #39;s shortsightedness,"The answer, according to a report by the US government-sponsored housing finance agency #39;s newly invigorated regulator, is that it was as profitable as it wanted to be."
1,al-Qaida Claims Killing of British Man (AP),AP - An Internet periodical considered the voice of al-Qaida's operations in Saudi Arabia claimed the terror network was responsible for the shooting death of a British national in the Saudi capital of Riyadh a week ago.
1,National Archives Opens New Exhibit (AP),"AP - The National Archives, home of the original copies of the Declaration of Independence and Constitution, has dusted off more than 1,000 other relics and put them on public display  #151; including a home movie starring a 1-year-old George W. Bush toddling across a lawn in rompers."
4,"Veritas, Microsoft Give Backup a Speed Boost","Storage management offerings on tap from Microsoft Corp. and Veritas Software Corp. aim to extend data replication, archiving and indexing capabilities to accelerate backup and recovery operations."
1,Israeli strike leaves 5 wounded,"GAZA CITY, GAZA STRIP - An early morning missile attack by Israel on a refugee camp has left one Palestinian dead and five wounded."
2,"AFTER A LONG WAIT, BUTTON STAYS AT BAR","Just weeks ago, British driver Jenson Button announced that he would leave BAR.Honda team in 2005 for BMW Williams. Both teams went to court, but Button did not get his way."
4,The Internet electric,"Will a new set of FCC rules for broadband over power lines bring the Internet to millions more homes? On Friday, proponents of broadband Internet service over power lines hailed a recent decision by the US "
4,"Nintendo Sells 500,000 DS Handhelds in First Week"," NEW YORK (Reuters) - Nintendo Co. Ltd.&lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=7974.OS qtype=sym infotype=info qcat=news""&gt;7974.OS&lt;/A&gt; sold  500,000 Nintendo DS video game devices during the first week of  sales in U.S. stores for the new handheld featuring two screens  for game playing, the Japanese game maker said on Wednesday."
1,Chicago and Cabaret lyricist dies,"Fred Ebb, the lyricist who wrote Chicago and the classic song New York, New York, dies of a heart attack."
3,"Retailers lure shoppers with early openings, top deals"," quot;Including the engagement ring, about \$4,000, quot; said one shopper at Roosevelt Field mall early Friday morning. Engagement ring?"
4,Microsoft Gives Sharing Tools to Gov't. (AP),"AP - Microsoft Corp. has begun providing free tools so government organizations can better share technological information, in a move it says is aimed at helping cash-strapped customers save money."
3,IBM's Win-Win in Exiting PCs,"IBM is exiting the PC business, but it -- along with some PC competitors -- should benefit."
2,A promising leader for UNC,"North Carolina would be foolish to let Erskine Bowles disappear into private life. He has far too much to offer the state. Though he would have made a fine US senator, maybe it #39;s just as well that Mr."
1,EU Sees Russia Backsliding on Democracy," BRUSSELS (Reuters) - Russsia is ""backsliding"" on democracy  and the bloc must speak to Moscow frankly about it as an equal  partner, the European Union's incoming External Relations  Commissioner said Tuesday."
4, #39;Marathon #39; mice ready to run and run,"The marathon mouse has been unveiled by scientists: a rodent which, with a little genetic tinkering, can run twice as far as a normal mouse."
3,Update 3: AP: CNNfn Will Shut Down After 9 Years,"CNN will shut down its struggling CNNfn financial news network in mid-December, giving up its attempt after nine years to compete in a market dominated by CNBC."
3,Stock Market Rally Fueled by Cheaper Oil (Reuters),"Reuters - Oil is still king on Wall Street --\and if you don't believe it, just take a look at this year's\stock market charts."
4,Sharp Retreats From US PDA Market,"com. In a retreat from the US PDA market, where it once was a dominant player, Sharp Electronics reported Wednesday that it is cutting back on its PDA offerings in the US retail market."
4,"It's Not Exclusive, but It's Lucrative: Why Luxe Went Online",Class has been transformed by technology and consumers who are as well informed as they are impatient.
2,Irish are in Utah to talk to Meyer,"SALT LAKE CITY -- Notre Dame began its pursuit of Utah #39;s Urban Meyer, with school officials arriving here Thursday to meet with him about becoming head coach of college football #39;s most glamorous program."
3,Sepracor Says FDA Approves Sleep Drug," NEW YORK (Reuters) - Sepracor Inc., a specialty  pharmaceutical company, said on Wednesday it received a  long-awaited approval to market its Lunesta treatment for  insomnia, giving it a foothold in an estimated \$2 billion  market in the United States."
1,UN says Sudan failing on Darfur,A new United Nations report says Sudan has not disarmed Arab militias or stopped attacks against civilians in the strife-torn Darfur region.
1,Top Shiite cleric arrives in Najaf to broker peace,Iraq #39;s top Shiite cleric made a dramatic return to this violence-wracked city on Thursday aiming to broker a peace deal to end more than three weeks of devastating fighting between US forces and Shiite militants.
2,Woods May Stay No. 1 - for Now (AP),"AP - Stewart Cink was atop the leaderboard, and David Toms had the lead in the clubhouse. But with only 24 players completing second-round play in the rain-delayed NEC Invitational, it was hard to tell who had control."
3,"Sears Begins Selling Apparel, Home Fashions Online",NEW YORK (Dow Jones)-- Sears Roebuck  amp; Co. (S) today unveiled its softer side on the Web for the first time as part of an effort to steer its faltering apparel business in the right direction.
4,Cabir added to payload of Symbian mobile Trojan,Virus writers have packaged the Skulls mobile Trojan with Cabir to create a more potent threat against Symbian Series 60 smart phones.
4,Where to get cheap socks? Go to Froogle,"IF YOU are planning to head to London for holiday, don #39;t forget to stop by at Google first. The Internet search firm has launched its Froogle price comparison website in Britain, expanding the company #39;s e-commerce "
3,Martha Stewart says she #39;s heading to prison,"NEW YORK Saying she wanted to  quot;put this nightmare behind me, quot; Martha Stewart said Wednesday that she would enter a US prison to begin serving her five-month sentence without waiting to see whether an appeals court will overturn the guilty verdict a jury "
1,"As Voting Rolls Increase, So Do the Wild Cards",Many newly registered voters with uncertain allegiances are the focus of an intense tug of war in closely contested states.
2,"MLB, Angelos Talk",MLB officials and Orioles owner Peter Angelos are set to continue negotiations that would bring the Expos to Washington in 2005.
2,Arizona Diamondbacks Team Report - September 23,(Sports Network) - The Arizona Diamondbacks and Colorado Rockies will finish a three-game series with a doubleheader today at Coors Field.
1,Blast Kills Man Near Chechen Voting Area,"OISKHARA, Russia - A man tried to bring a suspicious package to a polling station in Chechnya on Sunday during a presidential election, then died in an explosion as he ran away, the head of the Chechen election commision said on Russian television.    The Chechens voted for a president to replace the Kremlin-backed leader who was killed in a bomb blast in May..."
1,Powell Scraps Plan to Attend Olympics Ceremonies," WASHINGTON (Reuters) - Secretary of State Colin Powell  abruptly canceled plans to attend the Olympics closing  ceremonies in Athens Sunday in part because of events in Iraq  and Sudan, the State Department said."
3,UPDATE 1-Delta shares rise on hope that pilot deal near,"Shares of Delta Air Lines Inc. (DAL.N: Quote, Profile, Research) jumped more than 16 percent on Monday on expectations that the carrier was near an agreement with its pilots union "
3,July Factory Orders Exceeded Forecasts; Productivity Pace Slows,"July factory orders rose the most in four months, exceeding forecasts, and productivity gains slowed last quarter."
2,No reason to jump for joy,"It was another head-scratching turn in a Giants season in which no good deed seems to go unpunished. Brett Tomko got his eighth win Tuesday night, a 9-5 victory over the Colorado Rockies that lifted the Giants "
3,Coke scales back goals,"NEW YORK - Coca-Cola cut its long-term growth targets Thursday in a bid to create more realistic goals, but the company also expressed a firm belief that it can find ways to recharge its global business."
4,Microsoft Offers Olive Branch to XP Counterfeit Users,"Microsoft Corp. is offering an olive branch to users of pirated versions of the Windows XP operating system. The software giant on Wednesday unveiled the Windows XP Counterfeit Project in the UK, offering "
2,Lara must lead by example or face losing the captaincy,The West Indian players and their supporters must be sick to death of reading comments that are highly critical of the way they have played in this series. 
3,The chatty skies,THE WORLD does not need cellphones in the sky. They #39;re causing enough trouble on the ground. Here #39;s hoping the Federal Communications Commission gets a load of mail nixing its proposal to lift the current 
4,"Work Out Now, Ache Later: How Your Muscles Pay You Back","No one knows for sure exactly what causes muscle soreness, but many scientists think that the delayed pain is caused by microscopic tears in the muscles."
2,"Manning to Face Detroit, Marino's Record (AP)","AP - Peyton Manning won't threaten Dan Marino's record when the Colts play at Detroit on Thanksgiving, but he can take another step toward the milestone the former Miami Dolphins star set in 1984."
1,Egyptian Officials Due to Arrive for Talks This Morning,(IsraelNN.com) Egypts foreign minister and intelligence chief are scheduled to arrive for high-level talks in Jerusalem this morning.
1,Court: Ohio Should Have Held Election (AP),AP - A federal appeals court ruled Monday that Gov. Bob Taft should have ordered a special election to fill the vacancy created when James A. Traficant Jr. was kicked out of Congress for a bribery and racketeering conviction.
1,Bush Hits Kerry in Debate Rebound Bid (AP),"AP - President Bush blistered Sen. John Kerry on Wednesday as an apostle of ""retreat in Iraq"" and tax-and-spend liberalism at home. The administration is ""out of touch with reality"" Democratic running mate John Edwards countered in a campaign growing more caustic by the day."
4,New DVD Dual Layer HD-DVD/DVD Format,This is fantastic news and could possibly make the HD-DVD format the winner over the competing Blu-Ray technology.... Two Japanese companies said Tuesday they have developed a DVD that can play on both existing 
2,Sabres to Lay Off About 25 Employees (AP),AP - The Buffalo Sabres will lay off about 25 employees by the end of November if there is no resolution to the month-old NHL labor dispute.
2,Droughns hits ground running,NEW ORLEANS -- Reuben Droughns had his fifth 100-yard game to help the Denver Broncos stay atop the AFC West.
2,Clinton Morrison sidelined with knee injury,"Ireland and Birmingham City striker Clinton Morrison needs knee surgery and will be sidelined for a month, his Premier League club said Monday."
4,Virgin seeks slice of net music,Virgin becomes one of the first major music retailers to enter an increasingly crowded online music market.
4,New strain of Skulls Trojan hits smart phones,"NOVEMBER 30, 2004 (IDG NEWS SERVICE) - Mobile phones running Symbian Ltd. #39;s Series 60 operating system are the target of a new strain of the Skulls Trojan horse program."
1,Pakistan ready to provide military aid to Nepal: Aziz,Pakistani Prime Minister Shaukat Aziz said here Tuesday that Pakistan is ready to provide military assistance to Nepal if Nepal demands.
2,Daly is added to the long list,"There's never been a question they can hit it far, but John Daly and Hank Kuehne are doing their best to prove there's more substance to their golf. Playing in different parts of the world this weekend, Daly (tied for sixth at the BMW Open in Germany) and Kuehne (third at the Buick Championship in Cromwell, Conn.) have reached the ..."
1,Al-Jazeera TV: Two women of Allawi #39;s relatives released in Iraq,"Al-Jazeera TV in Qatar said that one Islamic group has released two women of the relatives of the Iraqi prime minister Eyad Allawi, but still holding his cousin as a hostage."
3,EU ready to approve Alitalia #39;s rescue plan,"BRUSSELS A four-year plan to rescue Alitalia will get the approval of the European Commission, as long as it does not bank on any new money from the Italian government, the commission said Tuesday."
3,Payrolls Resumed Growth In August,"US job growth revived and the unemployment rate fell last month, the government reported yesterday, providing fresh ammunition for both presidential candidates as they debate "
1,Turkey Terror Suspect Warns of Attacks,A suspected leader of a cell accused in deadly suicide attacks in Turkey boasted Monday that he was an  quot;al-Qaida warrior quot; and warned in court of future attacks if Turkey continued to support the United States.
4,HAMMER OF THE SPAMMERS,He has a department at the company devoted to ensuring the four million-plus emails sent to him each day don #39;t make it to his personal inbox.
4,Nvidia will supply graphics chip for new PlayStation,"Nvidia will supply the graphics chip for the successor to the PlayStation 2 games console being developed by Sony Computer Entertainment (SCEI), the companies announced on Tuesday."
2,Jets' Martin Ties Sanders' NFL Mark (AP),"AP - New York Jets running back Curtis Martin on Sunday became the second player in NFL history to begin his career with 10 straight 1,000-yard seasons."
3,"Stocks Seen Weak on Oil Prices, Microsoft"," NEW YORK (Reuters) - U.S. stock futures were lower on  Friday, indicating a weak market open, as climbing oil prices  and a disappointing revenue outlook from software powerhouse  Microsoft Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MSFT.O target=/stocks/quickinfo/fullquote""&gt;MSFT.O&lt;/A&gt; weighed on Wall Street."
2,McDowell trumps Ryder team,"Graeme McDowell, unencumbered by Ryder Cup distractions, surged into the lead at the Linde German Masters at Gut Lrchenhof in Cologne yesterday with a second-round 64, eight under par."
4,Symantec To Launch Web Console For Managing Macs (TechWeb),TechWeb - Symantec announced it is working on a Web-based console for IT administrators to manage Norton AntiVirus for the Macintosh clients -- the software is expected in two months.
3,"Novell, CCIA evidence may be tossed out in MS EC case",A European judge is to hold a closed-door meeting today to discuss the lifting of sanctions by the EU in its anti-trust ruling against Microsoft.
4,Hello Canada!,"\\Reuters reports:\\""OTTAWA (Reuters) - The number of U.S. citizens visiting Canada's main\immigration Web site has shot up six-fold as Americans flirt with the idea of\abandoning their homeland after President George W. Bush's election win this\week.""\\""""When we looked at the first day after the election, November 3, our Web site\hit a new high, almost double the previous record high,"" immigration ministry\spokeswoman Maria Iadinardi said on Friday.""\\""On an average day some 20,000 people in the United States log onto the Web site,\www.cic.gc.ca -- a figure which rocketed to 115,016 on Wednesday. The number of\U.S. visits settled down to 65,803 on Thursday, still well above the norm.""\\The pr ...\\"
2,ASU offense is a no-show vs. Cal,"BERKELEY, Calif. - Arizona State rediscovered its defense Saturday night only for the offense to go AWOL. Losing four fumbles, after coughing up none in its first seven games, the 20th-ranked Sun Devils lost 27-0 to No."
2,Top-three seeds waltz out of Vienna,"Vienna, Austria (Sports Network) - Top seeds David Nalbandian, Nicolas Massu and Rainer Schuettler were all quarterfinal losers Friday at the indoor BA-CA Tennis Trophy."
1,Kawaguchi out as foreign minister as Koizumi reshuffles cabinet,"TOKYO - Prime Minister Junichiro Koizumi appointed Nobutaka Machimura to succeed Yoriko Kawaguchi as foreign minister in a cabinet reshuffle Monday, while retaining Chief Cabinet Secretary Hiroyuki Hosoda and Finance Minister Sadakazu Tanigaki."
1,Retiring GOP Rep.: Iraq War Unjustified (AP),"AP - A top Republican congressman has broken from his party in the final days of his House career, saying he believes the U.S. military assault on Iraq was unjustified and the situation there has deteriorated into ""a dangerous, costly mess."""
1,Israel Plans Large-Scale Gaza Operation (AP),"AP - Israel's defense minister decided Thursday to launch a large-scale military operation in the Gaza Strip to stop Palestinian rocket fire on Israeli border towns, an Israeli radio station reported."
1,Federer Beats Hewitt Easily to Win Open,"NEW YORK - Roger Federer is at his best against the best, when it counts the most, and he was pretty much perfect in the U.S. Open final..."
1,Football: Spurs manager resigns,"Jacques Santini steps down as Tottenham manager for ""personal reasons""."
3,"Treasuries Slip, Investors Play the Range (Reuters)","Reuters - U.S. Treasury debt prices slipped on\Thursday, unwinding some of the gains made the previous\session, as investors played the recent range in largely\technical trading."
1,Arabs unhappy at Bush re-election,CAIRO: People in the Middle East reacted with resigned disappointment yesterday to US election results that showed President George W Bush winning four more years in power.
3,MGM to co-produce with Sony after takeover,"MGM, the beleaguered Hollywood studio currently being acquired by a consortium of buyers led by Sony Pictures, will continue to co-produce movies as a private company once the takeover is complete."
1,"France, Spain swoop on ETA suspects, arrest separatist group &lt;b&gt;...&lt;/b&gt;","BORDEAUX, France : Anti-terrorist police arrested the political leader of Spain #39;s armed Basque separatist group ETA in raids in France and Spain that resulted in arms caches and other suspected members being seized, officials said."
4,ISS Crew Counts Calories as Food Supply Runs Low (SPACE.com),"SPACE.com - With nbsp;food stores nbsp;running low, the two \astronauts living aboard the International Space Station (ISS) are cutting back \their meal intake and awaiting a critical cargo nbsp;delivery expected to arrive \on Dec. 25."
3,Sprint and Nextel: A Done Deal?,Rumors are swirling that the next massive wireless merger is in the works.
4,Microsoft To Share Office Source Code,"I_Love_Pocky! writes  quot;According to this article, Microsoft is going to give its source code for Office 2003 to more than 30 different world governements."
3,Hesitant world markets hang on for a US election result,"FRANKFURT The dollar firmed on Wednesday, but stock markets were hesitant in Asia and Europe as uncertainty surfaced about the outcome of the US presidential election, despite initial indications that George W. Bush was leading John Kerry in the race for "
2,Jacobsen Leads Mariners Past Royals 9-7 (AP),AP - Bucky Jacobsen drove in three runs with a home run and a double to lead the Seattle Mariners past the Kansas City Royals 9-7 Saturday in the first game of a doubleheader.
1,"Kerry, Bush Clash Over Iraq and Allawi (AP)","AP - Clashing over Iraq, Sen. John Kerry said Friday that President Bush's policies made the war against terror harder to win and ""let Osama bin Laden slip away."" Bush chastised his Democratic rival for questioning the motives of Iraq's interim prime minister."
4,Oracle ruling expected Friday,A source close to the case says a ruling in Justice Dept.'s antitrust suit to stop Oracle from acquiring PeopleSoft may come this week.
3,"BBC set for major shake-up, claims newspaper","London - The British Broadcasting Corporation, the world #39;s biggest public broadcaster, is to cut almost a quarter of its 28 000-strong workforce, in the biggest shake-up in its 82-year history, The Times newspaper in London said on Monday."
1,Oldest Profession Is Still One of the Oldest Lures for Young Nigerian Women,"For nearly 20 years, the women of Benin City, Nigeria, have been going to Italy to work in the sex trade."
1,Al-Zarqawi #39;s group calls for release of CARE executive Margaret &lt;b&gt;...&lt;/b&gt;,"CAIRO, Egypt There #39;s been a call for the release of the CARE International director in Iraq, Margaret Hassan, and it purportedly comes from the terrorist group led by Abu Musab al-Zarqawi (AH #39;-boo MOO #39;-sahb zahr-KOW #39;-ee)."
3,"New hospital design aids healing, cuts errors","Greeters direct new arrivals at the elevators. Wireless telephone systems and Internet access are available. And every guest room is private, cheerful and has a fold-out chairbed."
2,Rio says he owes Sir Alex,RIO FERDINAND plans to repay Manchester United manager Sir Alex Ferguson for standing by him when he returns against Liverpool on Monday after an eight-month ban for missing a drugs test.
1,"US, Europe at Odds on Emissions Controls",Negotiators worked through the final day of a two-week UN conference Friday in search of a way to bring the United States back into long-term talks on controlling global warming.
3,PeopleSoft: Sour on a Sweetened Bid?,"An end to the 17-month takeover squabble between software giant Oracle (ORCL ) and rival PeopleSoft (PSFT ) may not be in sight even though, in what Chairman Jeffrey O. Henley called a  quot;best and final quot; offer, Oracle on Nov."
3,Merck files new termination plan,"BOSTON (CBS.MW) -- Merck  amp; Co. has adopted a new plan to compensate senior management in case of a corporate takeover, according to regulatory filings made Monday."
1,"Fernando Poe Jr. Dies; Filipino Film Star, Presidential Hopeful","Fernando Poe Jr., 65, the Filipino action film star and presidential candidate who refused to concede May #39;s election, died just after midnight Dec. 12 US time at a hospital in Quezon City after a stroke."
4,"Some Lexmark, Dell Printers May Present Electrical Hazard","Approximately 40,000 laser printers manufactured by Lexmark International Inc. were recalled this week, according to a statement released by the Consumer Product Safety Commission (CPSC)."
1,Fate of US Iraq war ally hangs in balance as Australians vote (AFP),AFP - Australians have gone to the polls in national elections that will decide if their country remains in Iraq as staunch allies of the United States or pulls out by Christmas to switch its international focus to engagement with Asia.
1,"Sudan deploys additional 2,000 policemen in Darfur","KHARTOUM, Aug. 17 (Xinhuanet) -- The Sudanese government said on Tuesday that it has deployed another 2,000 policemen in Darfur to secure the situation in the area under an agreement with the United Nations. "
3,Metro Briefs,"DETROIT - General Motors Corp. #39;s ratings on about \$200 billion in debt may be cut by Moody #39;s Investors Service, which cited unsold vehicles in North America, losses in Europe and rising health care costs."
2,Cahill: Victory Should Have Been Ours,"Tim Cahill revealed he thought Australia deserved to win tonights international match with Norway at Craven Cottage. Norway took the lead through Steffen Iversen shortly before half-time, before Tim Cahill "
1,"U.S., Iraqi Forces Take Key Samarra Buildings"," WASHINGTON (Reuters) - U.S. and Iraqi troops took control  of government and police buildings in Samarra early on Friday  after insurgents had undermined security in the Iraqi city, the  U.S. military said."
2,Syracuse Upsets No. 17 Boston College (AP),AP - Diamond Ferri ran for 141 yards two touchdowns and scored again on an interception Saturday as Syracuse rolled to a 43-17 victory over No. 17 Boston College to deprive the Eagles of a Bowl Championship Series berth and a farewell outright Big East title.
2,"Lions beat Texans, move to 2-0",Detroit running back Artose Pinner rushes up the middle against Houston linebacker and former North Eugene standtou Kailee Wong (right) for a 5-yard gain in the fourth quarter Sunday in Detroit.
1,Astros and Braves Tied 2-2 After 8,"ATLANTA - Jeff Bagwell and Raul Chavez homered early for the Houston Astros, but the Atlanta Braves rallied to a 2-2 tie heading into the ninth inning Thursday, as Houston sought its first victorious playoff series.    Houston took a 1-0 series lead into Game 2 against Atlanta at Turner Field..."
4,IBM project puts supercomputer on a chip (SiliconValley.com),SiliconValley.com - IBM today plans to disclose details of a project to put a supercomputer on a chip.
4,Microsoft Targets 2006 for Next Windows," SEATTLE (Reuters) - The next version of the Windows  operating system, Microsoft Corp.'s &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=MSFT.O qtype=sym infotype=info qcat=news""&gt;MSFT.O&lt;/A&gt; flagship product,  will ship in 2006, the world's largest software maker said on  Friday."
2,A First for Howard,"The Bison collect their first road victory of the season, 10-7, against Bethune Cookman on Saturday. Jarah Williams catches the game-winning touchdown pass."
3,Crude Oil Steady After Rising as Ivan Disrupts US Gulf Output,"Crude oil was little changed after rising 2.5 percent yesterday as the approach of Hurricane Ivan disrupted production and tanker shipments in the Gulf of Mexico, where a quarter of US oil and natural gas is pumped."
3,Judge rules against apartment giant,"A Palm Beach County judge has ruled that approximately 4,500 Florida residents are entitled to \$1.6 million in damages from one of the nation #39;s largest apartment complex owners, which "
1,UN envoy warns of deteriorating security situation in western &lt;b&gt;...&lt;/b&gt;,The security situation in Sudan #39;s troubled western region of Darfur would further deteriorate as both the Sudanese government and the region #39;s rebelgroups seem to 
1,Pakistani among 3 Killed in Jeddah Stampede,"JEDDAH (Saudi Arabia): Three people, including a Pakistani national, were killed and 17 injured in a stampede at the showroom of a Swedish furniture store in Jeddah on Wednesday."
2,Auburn Defeats Virginia Tech in Sugar Bowl," NEW ORLEANS (Sports Network) - Auburn's defense solidified  its status as one of the nation's toughest, despite a late-game  scare, and the Tigers completed the first perfect season in  school history with a 16-13 Sugar Bowl victory over Virginia  Tech on Monday night."
2,Poulter defeats Garcia in playoff at Valderrama,"Cadiz, Spain (Sports Network) - Ian Poulter parred the first hole of a playoff on Sunday to win the Volvo Masters Andalucia over Ryder Cup teammate Sergio Garcia at Valderrama Golf Club."
1,Karzai maintains lead in early Afghan vote count (AFP),"AFP - President Hamid Karzai maintained his early lead in Afghanistan's election after just over eight percent of the ballots had been counted, the election commission said."
4,FBI supplier readies secure Linux,"The new version of the operating system was built by Trusted Computer Solutions, which sells software to U.S. intelligence agencies."
1,Peace Prize a well-deserved honour,"Sometimes what at first seems like a minor change can actually signal major shift in understanding. Last week, Kenyan deputy environment minister Wangari Maathai won the Nobel Peace Prize - a wonderful achievement for two reasons."
2,Williams happy with silver in 100,"Nesterenko, a Belarusian who had never broken 11 seconds before the Olympics but did it in all four rounds here, won gold in 10.93 seconds."
2,"Singh takes two-shot lead, Woods tied for second",Fiji #39;s Vijay Singh fashioned an eight-under par 63 on Saturday to take a two-shot second-round lead on 131 in the Deutsche Bank Championship.
4,The Joy of K5: Recipes,"As many of you have noticed, there has been a deluge of recipes and food related stories. It's as if a floodgate of anecdotal recipes and comments has been unleashed upon the queue. Both balsamic vinigga's and Trollaxor's stubble stories were meant to discourage this swell of Christmas time cheer. Now, I present for the meek, scared of e-backlash, a guide to making your very own K5 recipe from scratch."
3,Bharti group forays into agri-biz  Floats 50:50 joint venture &lt;b&gt;...&lt;/b&gt;,"GOING FARM-FRIENDLY: Lady Lynn Forester de Rothschild, Director, ELRo Holdings, being welcomed by Mr Sunil Bharti Mittal, Chairman  amp; Group MD, Bharti Enterprises, and Mr Rakesh B. Mittal, Joint MD, Bharti Tele-Ventures, at a press conference in the "
2,Hewitt Doesn't Miss Athens,Australian Lleyton Hewitt is disappointed at the timing of the Olympics as it related to the tennis schedule and is happy he skipped the Games.
3,Greece to be warned on euro data,The European Commission is to warn Greece about publishing false information about its public finances.
4,Dell CEO Says AMD Looking Good,"Dell CEO Kevin Rollins sent a clear signal to Intel, saying in an interview that the company is likely to begin using Advanced Micro Devices (AMD) processors in some of its products."
1,Schroeder May Lose Elections in Four German States (Update2),"German Chancellor Gerhard Schroeder #39;s Social Democratic Party is likely to lose elections in four of Germany #39;s 16 states this month as voters protest welfare cuts and rising unemployment, according to opinion polls."
4,Global DSL subscriber base crosses 78m  report,"With 30m subscribers added in the 12 months leading up June 30, 2004, the number of global users of the DSL broadband technology reached 78m, according to the latest data produced for the DSL Forum, the international DSL trade association, by industry "
3,Oil Price Dive Deepens as Supplies Swell, LONDON (Reuters) - Oil prices slid more than a dollar to  7-week lows on Tuesday as growing signs of ample supply ease  concerns over fuel stocks for the northern winter.
2,Who should win: Buck Showalter,"Dick Vermeil looks as if he #39;s on the verge of tears, Jon Stewart has finished a bizarre and semi-coherent interview with Desmond Tutu, and the Blog #39;s flight to Atlanta for the Braves-Astros series boards in a few hours."
3,Update 7: Dollar Hits All-Time Low Against Euro,"The US dollar hit an all-time low against the euro Friday, shrugging off positive US employment data and falling on worries about oil prices and concern over the US budget deficit."
3,Oil on record run,"Brent crude sets intraday mark in London, US crude comes close as supply concerns plague market. LONDON (Reuters) - London oil prices hit record highs on Monday as worries about the stability of supplies from "
3,3 Japanese Automakers Boost Output in July,"Japan #39;s top three auto makers said Thursday their global production surged in July on brisk demand in overseas markets, but Mazda Motor Corp."
1,Romania Party Transcripts Cause Outrage (AP),AP - Documents purported to be transcripts of top-level ruling party meetings with ministers discussing intimidating opposition leaders and rigging votes in the Senate have surfaced ahead of Romania's Sunday elections.
4,Scientists given cloning go-ahead,The first request by British scientists to clone human embryos has been granted by experts.
4,U.S. Would Allow 720 Snowmobiles Daily at Yellowstone,"With federal courts in disagreement over how many snowmobiles should be permitted in Yellowstone National Park, the National Park Service proposed a temporary option."
4,Blurry Image Might Be First Picture of Exoplanet (Reuters),"Reuters - The image of a blurry red ball near\a failed star just might be the first picture ever snapped of a\planet outside our solar system, an astronomer who helped find\the object said on Monday."
3,Cingular Closes \$41 Bln ATT Wireless Deal," NEW YORK (Reuters) - Cingular Wireless on Tuesday closed  its \$41 billion cash purchase of AT T Wireless Services Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=AWE.N target=/stocks/quickinfo/fullquote""&gt;AWE.N&lt;/A&gt;, creating the biggest U.S. mobile service with more  than 46 million customers."
1,Centre Right Take Power in Slovenia,"It was a major surprise: after 12 years at the head of the Slovenian government, the left wingers will be giving their place up to the right wing parties after the confirmation of the election results of Sunday 3 October."
2,Road weary-ers,Denver Nuggets star Carmelo Anthony beat a marijuana rap yesterday and then smoked the Raptors. Pot possession charges filed earlier this year against the sophomore were dismissed prior to last night #39;s game 
4,Researchers to Probe Algae on Lake Shore (AP),AP - Researchers are going scuba diving in Lake Michigan later this month to try to learn why an increasing amount of stinky green algae is accumulating on the shore.
2,Packers trade Mike McKenzie to Saints,Defensive back Mike McKenzie of Green Bay was traded Monday to the New Orleans Saints. The Saints gave up a second-round pick in 2005 and third-string quarterback JT O #39;Sullivan for McKenzie and a future draft choice.
3,Retailers report modest gains in September,"Consumers spent frugally for a fourth straight month during September, giving major retailers modest gains during the critical back-to-school season."
1,Top Indian nuclear scientist dead,"A top Indian nuclear scientist and the scientific mastermind behind the country #39;s first atomic test, has died in the western city of Bombay (Mumbai)."
2,"Cavaliers, Hokies Play Host","Akron at No. 12 Virginia &lt;br&gt;   Where:  Scott Stadium, Charlottesville&lt;br&gt;   When:  3 p.m.    Radio:  WTNT-570    Tickets:  Sold out &lt;br&gt;   Another Top QB:  Like North Carolina's Darian Durant last week, Akron quarterback Charlie Frye is the key to his team's slim chances of upsetting the Cavaliers. The 6-foot-4 senior, likened by Virginia Coach Al Groh to recent ACC stars Matt Schaub and Philip Rivers, ranks fourth among active NCAA quarterbacks with 9,048 career passing yards. In losses the past two weeks to Penn State and Middle Tennessee, Frye completed 60 of 80 passes for 622 yards. Weather permitting, he will present a challenge for an inexperienced Virginia secondary that made a few too many errors in deep coverage in its first two games."
4,Attacks disrupt some credit card transactions,Online credit card processor Authorize.net on Wednesday acknowledged that large-scale data attacks have disrupted credit card processing for its Internet merchants over the last week.
3,Allstate Says Charley Could Hurt Results," NEW YORK (Reuters) - Allstate Corp. &lt;ALL.N&gt;, the No. 2 U.S.  home and auto insurer, on Monday said potential losses stemming  from Hurricane Charley could hurt its current results."
